-982.148006	709.553996	0.012879
-1190.788775	-889.897618	0.011349
318.443095	804.481105	0.027851
-264.329542	-776.159569	0.037140
-732.651726	341.200463	0.019159
-894.945463	-462.684575	0.064676
-936.932267	667.895404	0.022687
1151.317341	-1148.330655	0.030404
194.241374	-1157.634845	0.032323
367.279292	-1218.406616	0.033194
474.806053	-418.354667	0.030482
-968.746588	-286.818826	0.054483
377.546127	-822.659674	0.018232
1129.366961	507.171235	0.063934
-965.391064	1371.638539	0.051079
436.721638	-205.004612	0.016309
1152.366355	911.442630	0.000000
-748.451292	894.567589	0.055861
258.663467	1485.723040	0.018015
-39.380751	-864.586794	0.017041
1017.258861	-512.943451	0.034278
-1344.973341	787.025540	0.023089
718.417731	770.278492	0.037075
163.548201	1383.829760	0.009830
-211.582685	209.676993	0.041239
839.167628	325.518353	0.012671
-309.998052	-404.723340	0.034605
-428.312803	-469.357305	0.013672
478.417339	299.963861	0.030678
-317.484347	76.887064	0.010928
-964.567381	-45.100444	0.008766
-1337.114908	466.950898	0.044736
-758.636277	-1385.244032	0.016600
1205.440026	-930.231693	0.020435
1447.329280	1286.235834	0.023033
-47.673029	248.939118	0.070531
-1065.751281	-1453.768760	0.052440
34.999721	-618.974120	0.013308
1480.582853	-1364.219454	0.044464
787.706704	884.194589	0.049087
1398.071318	634.097910	0.034095
1289.641650	109.083804	0.039759
-790.528310	260.383955	0.033366
-1207.433526	-867.157900	0.010171
-270.677024	-258.254976	0.057268
-1106.482174	47.461990	0.013696
763.700185	1015.004632	0.048399
-455.690583	479.731916	0.033662
-150.648826	-56.471755	0.043996
-901.993555	1058.294122	0.026974
